Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_21/6550f34d_5b9a_4247_8273_a3dd015f8bbd/preview_01409523_001.jpg,coin,"No: BNK,G.391",,,,"Copper alloy; Head of Apollo, three-quarter face towards left.; Bull butting right (in exergue, two dolphins ?).",,,,,,,Greek,400BC-101BC,Minted in: Thera,,copper alloy,,,,Die-axis: 12 o'clock; Diameter: 17 millimetres; Weight: 5.590 grammes,Inscription type: inscription Inscription position: reverse Inscription language: Greek Inscription script: Greek Inscription quoted: Θ H Inscription transliteration: TH Ê,,"SNG Copenhagen / Sylloge Nummorum Graecorum: The Royal Collection of coins and medals, Danish National Museum (43 vols) (type); BMC Greek (Crete) / Catalogue of Greek coins: Crete and the Aegean islands",Not on display,,,classical deity; mammal,Representation of: Apollo,,,,Donated by: Bank of England,,,,1877,"The Bank of England loaned their Collection to the British Museum in 1865 wishing to make it accessible to the general public. This remained as a separate Collection until 1877 when the Bank Directors decided it would be more useful to the museum and the public if incorporated into the national collection. The Bank of England collection was therefore presented to the British Museum in 1877, any duplicates being sold to create a coins and medals purchase fund.",,Coins and Medals,,"BNK,G.391",,GC9 (BMC Greek (Crete)) (132) (1),
https://media.britishmuseum.org/media/Repository/Documents/2017_5/17_13/a0ac9f28_b9dd_4d60_8d98_a77600e11107/preview_GAA8223_ps247016.jpg,column krater,"No: 1851,0611.2",,,,"Pottery: black-glazed column-krater (bowl for mixing wine and water).
Designs in relief; ornaments painted in white. On the neck, each side, a large ivy-wreath with berries, and round the body another. The body is ribbed, and the bottom of it is pierced with three holes. On the upper part pf the body, above the ivy-wreath, are three reliefs inserted on either side. 
(a) 1. In the centre: Dionysos and Ariadne seated side by side, looking round at each other; Dionysos, on the right, is beardless, with himation over lower limbs and thyrsos in left hand; he places right hand on Ariadne's shoulder; she has armlets, and a himation over her lower limbs, and a thyrsos in right hand. Before them is a youth reclining, with face to front, leaning on left elbow, looking round at the group; he holds a large rhyton in right hand, and in left a phiale (?); on the right is a panther to right.
2. On the left, combat of Jason with the serpent that guarded the golden fleece; Jason is nude and beardless, with face to front, looking round at the serpent; he stands on left leg, with right raised as if to shake off the serpent coiled round him; his left hand grasps its throat and holds it out at arm's length; in his right is a sword.
3. On the right, Heracles seated to left, nude and beardless, with cross-belt, to which is attached a flask (?); his right hand rests on his club, and his left on the body or skin of the slain Nemean lion at his side.
(b) 1. In the centre: Aphrodite seated in a chair to right, with close cap, and himation over lower limbs drawn forward over shoulder in left hand; before her is Eros, nude, with left arm behind his back, right extended to Aphrodite. 
2 and 3: Heracles, as on obverse.
[A similar vase from Crete in the Athens Museum, Invent. No. 2141.]",,,,,,,Hellenistic,350BC-250BC,Made in: Crete (perhaps),,pottery,Black Glaze,,incised; painted; applied; slipped,Diameter: 45.72 centimetres; Height: 53.34 centimetres,,,Vase / Catalogue of Vases in the British Museum; Old Catalogue / A Catalogue of the Greek and Etruscan Vases in the British Museum; Zimmermann 1998 / Beziehungen zwischen Ton- und Metallgefässen spätklassischer und frühhellenistischer Zeit (p. 182),On display (G22/dc4),,,classical deity; classical mythology,Representation of: Dionysos/Bacchus;  Representation of: Ariadne;  Representation of: Jason;  Representation of: Herakles/Hercules;  Associated with: Nemean Lion;  Representation of: Aphrodite/Venus;  Representation of: Eros/Cupid,,,,Purchased from: Raffaele Gargiulo; Purchased through: Sir William Temple,,,,1851,,,Greek and Roman,,"1851,0611.2",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_16/d919d84e_1752_40e9_8e82_a3dd0113d767/preview_01385161_001.jpg,disc,"No: 1863,0728.415",,,,Terracotta disc with a relief head of Medusa surmounted by leaf-shaped rays; face covered by white vitreous glaze.,,,,,,,Western Greek,3rdC BC-2ndC BC,Made in: Italy,Excavated/Findspot: Centuripe,terracotta,,,glazed,Diameter: 15.85 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,,Representation of: Medusa,,,,,,,,1863,,,Greek and Roman,,"1863,0728.415",,,
https://media.britishmuseum.org/media/Repository/Documents/2016_5/5_10/53f0c95d_deb3_4021_9647_a5fd00abdf93/preview_DSC_3784.jpg,ear-ring,"No: 1772,0314.79",,,,"Gold ear-ring: disc decorated with circles of plain and twisted wire, with a beaded wire border from which hangs a figure of Eros holding a phiale in his lowered right hand. His left arm is bent, the hand raised to his face. His legs are wide apart; his right foot is missing. At the back of the disc is a hook, partly broken away.",,,,,,,Greek; Roman,4thC BC-1stC,,,gold,,,twisted (wire); soldered,Height: 3.80 centimetres; Weight: 48 grains; Width: 1.10 centimetres; Depth: 1.20 centimetres,,,"Jewellery / Catalogue of the Jewellery, Greek, Etruscan, and Roman, in the Departments of Antiquities, British Museum.",Not on display,,,classical deity,Representation of: Eros/Cupid,,,,Purchased from: Sir William Hamilton,,,,1772,,,Greek and Roman,,"1772,0314.79",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_15/416e2d8f_4c1f_4688_a697_a3df01057ce9/preview_01519841_001.jpg,feeder,"No: 1886,0401.1351",,,,"Attic pottery feeder; part of handle and spout missing; foot chipped; wholly glazed save for red-figure wave pattern around mouth and the slightly concave underside of foot; pedestal foot; ridge around junction of body and stem; outer face of foot slightly concave, sloping inwards at bottom.",,,,,,,Classical Greek; Hellenistic; Attic,350BC-300BC (circa),Made in: Attica (Greece),Excavated/Findspot: Naukratis,pottery,,,painted,Diameter: 3 centimetres foot; circa ; Diameter: 2.70 centimetres mouth; circa ; Height: 5.50 centimetres; Length: 7.50 centimetres with spout ; Width: 8.40 centimetres,,"A similar piece is from the Chatby cemetery, Alexandria;  Breccia, La necropoli di Sciatbi, pl. 51 no. 95",Lamp / Catalogue of the Lamps in the British Museum; Villing et al 2013-2015 / Naukratis: Greeks in Egypt,Not on display,,,,,,,,Donated by: Egypt Exploration Fund,,,,1886,,Excavated 1884-1885.,Greek and Roman,,"1886,0401.1351",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/2_14/e0d733d4_2104_44ac_b50a_a3d700f59b52/preview_01087281_001.jpg,figure,"No: 1824,0460.21",,,,"Part of the face of a bronze figure of a man, perhaps Hermes, eyes originally inlaid.",,,,,,,Western Greek,4thC BC,,Found/Acquired: Paramythia,bronze,,,,Height: 15.20 centimetres,,,"Bronze / Catalogue of the Bronzes in the British Museum. Greek, Roman & Etruscan.",On display (G1/fc9),,,classical deity,Representation of: Hermes/Mercury (?),,,,Bequeathed by: Richard Payne Knight,,,,1824,,,Greek and Roman,,"1824,0460.21",,,
https://media.britishmuseum.org/media/Repository/Documents/2019_8/1_8/89e37de5_45c1_4eee_88e0_aa9c008b3c82/preview_1872_0405_121.jpg,figure,"No: 1872,0405.121",,,,Face of marble figure; nose and brow damaged.  Probably from a figure of a child from the columns drums of the Artemision.,,,,,,,Classical Greek; Hellenistic,350 BC - 300 BC,,Excavated/Findspot: Temple of Artemis (Ephesus),marble,,,,"Height: 16 centimetres max ",,,,Not on display,,,,,,,,Donated by: Ephesus Excavation Committee,,,,1872,,,Greek and Roman,,"1872,0405.121",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_8/46047b02_cc0b_4064_a83f_a3da00878e81/preview_01130366_001.jpg,figure,"No: 2011,5009.286",,,,Greek style female terracotta figure. Face fragment only. Mould-made figure. Made of orange-brown clay.,,,,,,,Classical Greek; Hellenistic,4thC BC,Made in: Greece (?),Excavated/Findspot: Naukratis,terracotta,,,mould-made,Height: 7 centimetres; Thickness: 1.50 centimetres; Width: 3.90 centimetres,,"Late Classical to early Hellenistic Greek style terracotta. Probably imported, but may be a local copy.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 1),Not on display,,,,,,,,Donated by: Egypt Exploration Fund,,,,1886 (?),,Excavated 1884-1885.,Greek and Roman,,"2011,5009.286",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_16/c29c76ef_f5f4_4478_b579_a3df010c890e/preview_01522555_001.jpg,figure,"No: 1863,0114.30",,,,"Terracotta head of boy or Eros (broken from figure), large face framed by hair falling in curls at sides and dressed on top in plait running back from forehead.  Coarse dark brown clay; pinkish-orange on face and hair.",,,,,,,Hellenistic,3rdC BC (?),Made in: Cyrenaica (archaic),Found/Acquired: Cyrenaica (modern),terracotta,,,,Height: 3.20 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,classical deity (?),Representation of: Eros/Cupid (?),,,,Purchased from: William Chaffers,,,,1863,,,Greek and Roman,,"1863,0114.30",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_14/18c69bc8_732a_4a6a_a00b_a3df00f5ee2e/preview_01514787_001.jpg,figure,"No: 1926,0324.98",,,,"Terracotta head of woman, set at angle from neck, neck marked with two deeply cut Venus rings, face long, hair centrally parted and drawn back from face, wearing thick bound wreath over one of grapes and vine leaves.  Deep orange-brown clay with grey core (with mica), white coating, red on hair.",,,,,,,Hellenistic; Roman Imperial,1stC BC,Made in: Priene,,terracotta,,,,Height: 9.50 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,,,,,,,,,,,Previously unregistered.,,Greek and Roman,,"1926,0324.98",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_6/eb9f1948_7847_4462_ba11_a3b7006de22b/preview_00032818_001.jpg,figure,No: EA9736,,,,Painted wooden figure of Ptah-Sokar-Osiris from the assemblage of Hornedjitef; the face is covered in gold leaf; headdress lost; Hieroglyphic text on figure and pedestal.,,,,,,,Ptolemaic,332BC-31BC,,Excavated/Findspot: Asasif (Thebes),wood; gold,,,leaf-gilded,Height: 17.50 centimetres; Height: 57.50 centimetres; Length: 40.20 centimetres; Width: 11.50 centimetres,"Inscription type: inscription Inscription script: hieroglyphic Inscription note: Painted. Figure; 4 vertical columns on front, 2 vertical on back, 1 horizontal line round foot; pedestal; 3 horizontal lines on top.","Mentioned:
S. Walker and M. Bierbrier, Ancient Faces, London 1997, p. 30.
S. Walker and M. Bierbrier, Fayum. Misteriosi volti dall'Egitto, London 1997, p. 58 [28].
Quaegebeur, Hundred-gated Thebes, 142;
N. Strudwick, Masterpieces of Ancient Egypt, London 2006, pp. 294-7.",Walker & Bierbrier 1997 / Ancient Faces; Strudwick 2006 / Masterpieces of Ancient Egypt,On display (G62/dc20),"Exhibited:
1986 Jun-Oct, Carmarthen Museum, A son of Luxor's Sands
1997 22 Oct-1998 30 Apr, Italy, Rome, Fondaione Memmo, Ancient Faces",fair (incomplete -headdress missing),,Representation of: Ptah-Sokar-Osiris;  Associated with: Hornedjitef,,,,Purchased from: Henry Salt; Purchased through: Sotheby's,,,,1835,,,Egypt and Sudan,EA9736,.9736,Miscellaneous number: BS.9736 (Birch Slip Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_21/e3e478dc_1e55_42f9_bcbd_a3d90169aa43/preview_01112384_001.jpg,figure,No: null,,,,"Egyptian female terracotta figurine. Face broken off at the neck. Slightly turned towards her right, facial features modelled, as is hair that frames the face and a wide band encircling the head. The back is relatively undecorated. Mould-made and solid. Micaceous red-brown Nile silt.",,,,,,,Ptolemaic,3rdC BC - 1stC BC,Made in: Nile Delta (Naukratis?),Excavated/Findspot: Naukratis,terracotta,,,mould-made,Height: 3.30 centimetres; Width: 2.20 centimetres; Depth: 2.50 centimetres,,"Parallel, possibly from same mould, from Naukratis in Bristol Museum (H2514). Head possibly from a pregnant woman figure (see British Museum GR1973,0501.55; GR1965,0930,974; GR1886,0401.1452; Cambridge Museum of Classical Archaeology NA496; NA558; NA516).
Late 3rd BC (Török 1995, no.217)
Török, L. 1995, Hellenistic and Roman Terracottas from Egypt, Roma.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 1),Not on display,,,devotee/worshipper,,,,,,,,,,,,External,,,Miscellaneous number: 1886.31.28 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_21/762db47b_1144_44f7_987a_a3d9016a1afc/preview_01112446_001.jpg,figure,No: null,,,,"Fragment of terracotta figurine of Isis-Hathor. Modelled facial features, tubular spiralling sections of hairlocks (Isis locks) on either side of face. Traces of thick white covering. Mould-made and hollow. Brown-grey micacous Nile silt. Possibly local to Naukratis. The face is broken just below chin; top and left part missing.",,,,,,,Ptolemaic,3rdC BC - 2ndC BC,Made in: Nile Delta,Excavated/Findspot: Naukratis,terracotta,,,mould-made; painted,Height: 3.80 centimetres; Width: 4 centimetres; Depth: 2.70 centimetres,,"Good parallels from Athribis (Tell Atrib) dated from the late 3rd to 2nd century BC (Szmańska 2005, no.26, 28), though similar forms continue into the Roman period.
Szymańska, H. 2005. Terres cuites d’Athribis. Turnhout.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 1),Not on display,,,ancient egyptian deity,Representation of: Isis-Hathor,,,,,,,,,,,External,,,Miscellaneous number: 1886.31.33 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_16/fd84a0a0_525f_400a_a5d0_a3df010c856f/preview_01522553_001.jpg,figure,"No: 1868,0705.95",,,,"Earthenware head of boy or Eros (broken from figure), small face framed by luxuriant hair falling in curls at the sides and dressed on top in plait running back from forehead.  Coarse dark brown clay; white coating, orange on face and hair.",,,,,,,Hellenistic,3rdC BC(early),Made in: Cyrenaica (archaic),Found/Acquired: Cyrenaica (modern),earthenware,,,,Height: 3.20 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,classical deity,Representation of: Eros/Cupid,,,,,,,,1868,,,Greek and Roman,,"1868,0705.95",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_17/e6ca3748_001d_4624_ab16_a3df01184b68/preview_01526851_001.jpg,figure,"No: 1868,0110.707",,,,"Terracotta head of woman (broken from figure), wearing himation pulled over her head and bunched round pulled up clump of hair, hair centrally parted and waved back from her face.  Hard fired reddish-brown clay; rose-madder on face and hair.",,,,,,,Hellenistic,4thC BC-1stC BC,Made in: Tarsus,,terracotta,,,,Height: 6 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,,,,,,Bequeathed by: James Woodhouse,,,,1868,,,Greek and Roman,,"1868,0110.707",,,
https://media.britishmuseum.org/media/Repository/Documents/2017_11/13_11/20d5360e_4389_489d_aa72_a82a00b8f9b5/preview_DSC_0031.jpg,figure,"No: 1973,0327.11",,,,"Head of marble female figure wearing a veil.  Face smashed away, only right eye and cheek surviving.  Probably from a Hellenistic portrait or honorary statue.",,,,,,,Hellenistic,199BC-100BC,,,marble,,,,"Height: 31 centimetres max ",,,Sculpture / Catalogue of Greek Sculpture in the British Museum,Not on display,,,,,,,,,,,,,Previously unregistered; acquired before 1904.,,Greek and Roman,,"1973,0327.11",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_14/ac9504fa_8683_45e6_b8db_a3df00f55c35/preview_01514658_001.jpg,figure,"No: 1907,0519.39",,,,"Terracotta female head, formally arranged wavy hair bound in a looped knot on the back of the crown, wearing earrings, face noticably long and thin with a dimpled chin.  Light orange-brown clay with grey core (with mica), remains of a red wash on face and neck.",,,,,,,Hellenistic; Roman Imperial,1stC BC-1stC,Made in: Smyrna,,terracotta,,,,Height: 5.50 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,,,,,,Purchased from: Dr Christo Apostolides,,,,1907,,,Greek and Roman,,"1907,0519.39",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_16/73cb8f02_b801_41ea_ab4e_a3df010c5e3d/preview_01522544_001.jpg,figure,"No: 1866,0415.141.b",,,,"Head of terracotta female figure, hair arranged in Knidian style; removed from Terracotta 2663 as ancient but possibly alien.  Brick red to dark brown clay; white coating, pink and yellow on face, black for outline of eyes and curls on face, pink on mouth.",,,,,,,Hellenistic,3rdC BC,Made in: Cyrenaica (archaic),Found/Acquired: Cyrenaica (modern),terracotta,,,,Height: 4.90 centimetres,,"Removed from figure 1866,4-15.141a.",Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,,,,,,Donated by: George Dennis,,,,1866,,,Greek and Roman,,"1866,0415.141.b",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/7_12/93b1e31e_405e_4bfc_b3ca_a3dc00d389e9/preview_01292110_001.jpg,figure,No: null,,,,"Egyptian terracotta figure of male cult member in ‘grotesque’ style. Head only. Bald, consistent with representations of priests or followers of Ptah or Harpocrates. Originally had festival wreath headdress added after this was removed from the mould, since lost. Mould-made and hollow. Traces of white coating. Red-brown Nile silt fabric with grey core.",,,,,,,Ptolemaic,300BC - 30BC,Made in: Nile Delta,Excavated/Findspot: Town (Naukratis),terracotta,,,mould-made; painted,Height: 4.30 centimetres; Thickness: 3.80 centimetres; Width: 2.70 centimetres,,"Gutch, BSA 5, no.260. Many parallels from Naukratis the (Ashmolean Museum, Oxford, no. G 107; Fitzwilliam Museum, Cambridge, GR.40.1887; Walters 1903, C 625; Fischer 1994, no. 437; Bailey 2008: 151, pl. 106. no. 3573-3578, see more detailed GR1886,0401.1412), but also 2nd century BC examples from Smyrna in Asia  Minor (Burn & Higgins 2001: pl. 71-2, no. 2396-2404). 
		Fischer, J. 1994. Griechisch-römische Terrakotten aus Ägypten. Die Sammlungen Sieglin und Schreiber. Dresden, Leipzig, Stuttgart,  Tübingen. Tübingen: Wasmuth.","Gutch 1898/1899 / Excavations at Naukratis, D. The Terracottas; Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 3)",Not on display,,,devotee/worshipper,,,,,,,,,,,Excavated: 1899.,External,,,Miscellaneous number: AN1896-1908-G.107 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/7_12/2afe0578_7627_4d6a_a8f4_a3dc00d37d72/preview_01292101_001.jpg,figure,No: null,,,,"Egyptian terracotta figure of male cult member in ‘grotesque’ style. Head only. Bald, consistent with representations of priests or followers of Ptah or Harpocrates. Mouth open, as if shouting or singing. Mould-made and hollow. Red-brown Nile silt fabric with grey core.",,,,,,,Ptolemaic,300BC - 30BC,Made in: Nile Delta,Excavated/Findspot: Town (Naukratis),terracotta,,,mould-made,Height: 4.20 centimetres; Thickness: 3.55 centimetres; Width: 3.40 centimetres,,"Gutch dated this piece to between 150BC and 250AD (Gutch 1899, 95, no. 263). Number of examples found at Naukaris of this subject and style (Ashmolean AN1896-1908-G.101; AN1896-1908-G.100; AN1896-1908-E.4767, Fitzwilliam  GR.18.1899; AN1896-1908-E.4767; Cambridge, Museum of Classical Archaeology NA522). Worshipper, possibly a priest of Harpocrates wearing headdress. 3rd to 2nd century BC parallels, particularly early 2nd century BC (Török 1995, pl.91,   no.166 subject and pl.90, no. 164 style).
Török, L. 1995. Hellenistic and Roman  terracottas from Egypt. Roma.","Gutch 1898/1899 / Excavations at Naukratis, D. The Terracottas; Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 3)",Not on display,,,devotee/worshipper,,,,,,,,,,,Excavated: 1899.,External,,,Miscellaneous number: AN1896-1908-G.101 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_18/7f74e851_e11a_4b1f_b66a_a3df0135c5e8/preview_01537617_001.jpg,figure,"No: 1861,1127.146",,,,Lower section of face of marble lifesized figure.,,,,,,,Hellenistic,350 BC - 300 BC,,Excavated/Findspot: Cyrene,marble,,,,"Height: 15 centimetres max ",,,,Not on display,,,,,,,,From: Sir Robert Murdoch Smith; From: Cdr Edwin A Porcher,,,,1861,,,Greek and Roman,,"1861,1127.146",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_16/2330c310_e668_4d45_8c1a_a3df010e17ce/preview_01523071_001.jpg,figure,"No: 1866,0415.133",,,,"Terracotta figure of Eros on horseback; horse moving to the right, its left front leg arched in the air; Eros sitting turned to face viewer, his right arm drawn across his body (perhaps holding reins).  Brown and orange clay (with occasional shell inclusions); white coating, black on background, orange-pink on face of Eros.",,,,,,,Hellenistic,3rdC BC(late)-2ndC BC,Made in: Cyrenaica (archaic),Found/Acquired: Cyrenaica (modern),terracotta,,,,Height: 9.50 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,equestrian; classical deity,Representation of: Eros/Cupid,,,,Donated by: George Dennis,,,,1866,,,Greek and Roman,,"1866,0415.133",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_23/58ac6b85_66b8_42ec_86a7_a3d9017cae59/preview_01119928_001.jpg,figure,No: null,,,,"Fragment of a terracotta female figure head, following Tanagra types. Mould-made and hollow.  Only face preserved. Dense Nile silt clay, brown-grey on surface, core grey, some mica and other small inclusions, smooth surface. Traces of thick white dressing on face. Broken at neck where the head was joined to the body of a figure.",,,,,,,Ptolemaic,330BC - 200BC,Made in: Naukratis (?),Excavated/Findspot: Naukratis,terracotta,,,mould-made; painted (?),Height: 7.70 centimetres; Thickness: 1.30 centimetres max ; Width: 4.30 centimetres; Depth: 5.10 centimetres,,"Parallels from Naukratis in the British Museum (GR1886,0401.1418),  Bristol Museum (H840) and Cambridge MCA (NA542, NA547). Copy  of Greek 'Tanagras' (Bailey 2008, 141, see also no. 3524, GR 1926,0930.12), with close Egyptian parallels purchased at Memphis (Petrie et al. 1910, pl. 44, 155 and 161, Petrie Museum  UC 48475), in Tübingen (Fischer 1994, no. 94) dating from the end of  the 4th to 3rd century BC. Similar hair treatment in Egyptian figurines  is dated from early to the third quarter of 3rd century BC by Török (1995, no. 214, 215). 
		Fischer, J. 1994. Griechisch-römische Terrakotten aus Ägypten. Die   Sammlungen Sieglin und Schreiber. Dresden, Leipzig, Stuttgart,   Tübingen. Tübingen: Wasmuth.  
		Petrie, W. M. F. MacKay, E and Wainwright, G. 1910. Memphis, vol  III: Meydum and Memphis. London.
		Török, L. 1995. Hellenistic and Roman terracottas from Egypt. Roma.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 1),Not on display,,,,,,,,,,,,,,,External,,,Miscellaneous number: 1892.21.c (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/1_5/ec5df3b1_6e9a_4ce3_b511_a3d6005c905e/preview_01061230_001.jpg,figure,"No: 1907,1201.813",,,,Lower face of marble figure of youth.  Probably from a figure of a youth from the column drums of the classical temple of Artemis.,,,,,,,Classical Greek; Hellenistic,350 BC -300BC,,Excavated/Findspot: Temple of Artemis (Ephesus),marble,,,,"Height: 8.50 centimetres max ",,,,Not on display,,,,,,,,,,,,1907,,,Greek and Roman,,"1907,1201.813",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_11/0a9ce44a_12a2_41a2_b2d1_a3bc00bf3ceb/preview_00410481_001.jpg,figure,"No: 1896,0201.213",,,,"Terracotta female head (broken from a figure); mould-made with modelled details on the face; head set at slight angle on neck, hair centrally parted and drawn back from face at each side with long ringlets escaping to shoulders, wearing circular earrings, plump and crudely modelled face, wide nose, heavily lidded eyes; soft light creamish-brown clay; white slip or coating; top of the head is broken, possibly missing bow-knot or polos, and surface is generally worn.",,,,,,,Hellenistic; Roman,100BC-50,Made in: Cyprus,Excavated/Findspot: Kourion,terracotta,,,hand-modelled; mould-made; slipped,Height: 4.20 centimetres,,"Depending on the missing element on the head, the figure may have been simply a votary or (if crownded) an image of Tyche (see Cat. 2919).","Terracotta / Catalogue of Terracottas in the British Museum; Murray, Smith and Walters 1900 / Excavations in Cyprus; Kiely 2011a / Kourion",Not on display,,,deity (?),,,,,"From: Turner Bequest Excavations, Curium",Funded by: Emma Tourner Turner (bequest),,,1896,,,Greek and Roman,,"1896,0201.213",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/1_5/b0094bd0_4385_46ff_9e27_a3d6005a8c32/preview_01060554_001.jpg,figure,"No: 1872,0405.122",,,,Face of marble figure; damage to nose and chin.  Joined from two fragments across the bridge of the nose.  This piece is the lower part of the face.  The head is from one of the column drums of the Classical temple of Artemis. Joins 1872.4-5.118.,,,,,,,Classical Greek; Hellenistic,350 BC - 300 BC,,Excavated/Findspot: Sanctuary of Artemis (Ephesus),marble,,,,Height: 12.50 centimetres,,,,Not on display,,,,,,,,Donated by: Ephesus Excavation Committee,,,,1872,,,Greek and Roman,,"1872,0405.122",Miscellaneous number: JOINS 1872.0405.118,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/10_14/df3e7968_a380_41fc_a918_a3df00eaae14/preview_01511284_001.jpg,figure,"No: 1856,1004.151",,,,"Upper part of terracotta youth, broad plump face with deep-set heavily lidded eyes small nose and mouth, hair falling in long curls to frame his face and perhaps drawn back in a plait, hest is naked but folds of a himation cross his stomach just above break.  Brownish-grey clay (with gold mica and other inclusions), white coating, red on chest.  Broken off below shoulders.",,,,,,,Hellenistic,2ndC BC-1stC BC,,Found/Acquired: Kerch,terracotta,,,,Height: 9 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,,,,,,Donated by: Dr Duncan MacPherson,,,,1856,,,Greek and Roman,,"1856,1004.151",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/7_12/4c6f193c_3069_48f4_994a_a3dc00c6faae/preview_01289245_001.jpg,figure,No: null,,,,"Fragment of terracotta figurine of Isis-Hathor. Modelled facial features, including tubular spiralling sections of hairlocks (Isis locks) on either side of face. Wears substantial headress including horns of Hathor and sundisk and a wreath. Traces of thick white coating and pink paint. Mould-made and hollow. Red-brown micacous Nile silt. Broken below the neck and missing most of the headress and left side of face.",,,,,,,Ptolemaic,3rdC BC - 2ndC BC,Made in: Nile Delta,Excavated/Findspot: Naukratis (probably),terracotta,,,mould-made; painted,Height: 8.60 centimetres; Width: 5.30 centimetres; Depth: 16 centimetres,,"Parallels from early 2nd century AD context in Tell Atrib (Szymańska 2005, nos. 37-8).
Szymańska, H. 2005, Terres cuites d’Athribis, Turnhout.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 3),Not on display,,,ancient egyptian deity,Representation of: Isis-Hathor,,,,,,,,,,Excavated: 1903.,External,,,Miscellaneous number: AN1896-1908-E.4712 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_22/b93897e8_8bf2_43d5_88a4_a3d901706d4e/preview_01115110_001.jpg,figure,No: null,,,,"Egyptian terracotta female figure wearing hair back. Head only. Mould-made. Traces of white coating and red paint on face. Dark red-brown Nile silt fabric with grey core. Abundant fine gold mica, quartz and white inclusions.",,,,,,,Ptolemaic,300BC - 30BC,Made in: Nile Delta (Naukratis?),Excavated/Findspot: Hellenion (Naukratis),terracotta,,,mould-made; painted,Height: 3.50 centimetres; Length: 2.60 centimetres; Width: 2.20 centimetres,,Probably locally produced at the Naukratis terracottas workshop that was operational from the 3rd to the 2nd century BC and probably for longer.,Villing et al 2013-2015 / Naukratis: Greeks in Egypt (Phase 1),Not on display,,,,,,,,,,,,,,,External,,,Miscellaneous number: NA568 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_16/8d00540d_a308_46a4_9f3c_a3dd01134717/preview_01384955_001.jpg,figure,"No: 1863,0728.382",,,,"Terracotta female head, her face painted bluish-grey, her hair red.",,,,,,,Western Greek,3rdC BC-2ndC BC,Made in: Italy,Excavated/Findspot: Centuripe,terracotta,,,painted,Height: 5.08 centimetres,,,,Not on display,,,,,,,,,,,,1863,,,Greek and Roman,,"1863,0728.382",,,
