,Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects,id
128,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_6/54b063ee_810b_4001_8a42_a3b70067201b/preview_00030925_001.jpg,figure,No: 1880.7,,,,"Buddha. A sandstone figure of the Buddha seated with hands displaying the gesture of teaching (dharmacakramudrā), on a throne flanked by lions, vyālas and makaras, and with a prominent halo; the nose broken away.",,,,,,,,5thC-6thC,Made for: Sarnath,Found/Acquired: Sarnath,sandstone,,,carved,Height: 1.18 metres,,"Zwalf 1985
The Buddha sits enthroned, instead of in the more usual cross-legged position, and holds his hands in the preaching gesture, associated with the proclamation of doctrine. He is the teacher whether as a wandering monk, as in the earlier tradition, or as in the later, a divine figure preaching advanced doctrines at celestial gatherings. The half-closed eyes are those of withdrawn meditation, but the hands are active to bring his message to the world. The monastic garments typical of the Sārnāth school cling with simplicity to the body; the decorated throne anticipates the crowned and ornamented image which became increasingly common as a symbol of the transcendent Buddha.","Zwalf 1985 / Buddhism: Art and Faith; Koezuka (1994) / Masterpieces of Buddhist and Hindu Art from the British Museum; Pemberton 2002 / The Buddha; Griffiths, Revire and Sanyal 2013 / An Inscribed Bronze Sculpture of a Buddha in bhadrāsana at Museum Ranggawarsita in Semarang (Central Java, Indonesia) (historiography of bhadrāsana type); Bautze-Picron 2010 / The bejewelled Buddha from India to Burma: new considerations; Foucher 1900 / Etude sur l'Iconographie Bouddhique de l'Inde",On display (G33/od),"Exhibited:
1985, London, BM, Buddhism: Art and Faith 
1990 20 Oct-9 Dec, Japan, Tokyo, Setagaya Art Museum, Treasures of the British Museum, cat. no.132 
1991 5 Jan-20 Feb, Japan, Yamaguchi, Prefectural Museum of Art, Treasures of the British Museum, cat. no.132
1991 9 Mar-7 May, Japan, Osaka, National Museum of Art, Treasures of the British Museum, cat. no.132",The nose has been lost.,,Representation of: Buddha,,,,Transferred from: India Museum,,,,,,,Asia,,1880.7,,,,,18807
129,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/aa44730d_6f15_4cbd_9a84_a3b5010b12c2/00142813_001.jpg,figure,No: 1880.75,,,,"Stupa drum panel showing unhaloed Buddhas and Bodhisattvas seated and attendant Vajrapāṇis. From right to left the figures are: a turbaned Bodhisattva in dhyāna with necklace and armlet; a Buddha formerly in abhaya, his left hand holding a fall of drapery from the robe; a Buddha in dhyāna, hands covered and the overrobe spread over his right leg; a Buddha in abhaya, his left hand holding a fall of drapery from the robe above his lap; a turbaned and crested Bodhisattva in dhyāna, wearing collar and necklace, uttarīya and armlet on the left arm; a Buddha in abhaya, his damaged left hand in his lap; a Buddha in dhyāna, hands covered and the overrobe again spread over his right leg. While dhyāna and abhaya alternate, neither Bodhisattva makes the latter gesture. Drapery folds are shown partly by grooves and partly by low ridges; the plain and strewn seats have a simple plinth.
Beside each figure except the first Bodhisattva a half-length Vajrapāṇi emerges in low relief, turns towards his Buddha or Bodhisattva and, where undamaged, his left hand holds a faceted vajra at a slant, either by the middle or at the bottom. From right to left the Vajrapāṇis have, successively: long hair; a beard and moustache with close-cropped hair; a fillet; straight hair fringed with curls; shorter hair combed back; and the last seems like the damaged first but with a chignon forward.
Above is a sawtooth cornice and below is a plain framing fillet.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 7.40 centimetres; Height: 11.40 centimetres; Width: 39 centimetres,,"Zwalf 1996:
An incomplete tree at each end and the condition of the sides suggest a complete frame although, with a Vajrapāṇi missing at one end, the sequence may not be complete.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Dark grey schist, broken and exfoliated.
2.Top and bottom flat and mainly smooth; sides flat and pitted and sloping inwards to back. 3.Back with vertical chisel grooves. 
4.Curved in section.",bodhisattva; vajra; buddha,Associated with: Buddha;  Associated with: Vajrapāṇi,,,,From: India Museum,,,,,According to an old inscribed British Museum stand.,,Asia,,1880.75,,,,,188075
130,,figure,"No: 1957,0729.1",The Buddha (Object),,,"Standing Buddha, his left arm raised. The over-robe covers both shoulders with a V-shaped neckline in relief, perhaps showing an undergarment, and hangs with a horizontal edge above the ankles, where an undergarment is clearly visible on the left leg. The drapery folds on the body are defined by paired narrow grooves and gathered drapery hangs below each hand. The damaged left hand is raised to shoulder level; the right, with thumb and index finger distinguishable, hangs by the side, perhaps seen through cloth. The face is oval and the hair undulates from the raised hairline into the low uṣṇīṣa. No ūrṇā is visible; the eyes with large lids are straight and narrow; the ears long and prominent and the mouth is horizontal and barely shaped. The head inclines slightly from a plain halo and the right knee is flexed.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Takht-i-Bahi,schist,,,carved,Diameter: 5 centimetres; Height: 25.40 centimetres; Width: 10.50 centimetres,,"Zwalf 1996:
A standing Buddha with his left hand raised and holding the robe usually appears on reliefs in subordinate or serial position, where there is more than one Buddha. The unusual position of the hands is probably an attempt to avoid uniformity. In sequences of the six Buddhas of the past followed by the seventh of the present age it would not be specific to anyone, for although these Buddhas perform a variety of gestures, they are not repeated within the groups and, furthermore, their distribution between groups is also inconsistent. Nevertheless, it might be possible that this Buddha was one of an enshrined set of separately carved figures forming a combination of Buddhas, such as the seven Buddhas.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken and worn.
2.Left arm damaged; edge of halo chipped; uneven break above ankles. 
3.Back with a few chisel grooves. 
4.Small modern pinhole from back to front.",buddha,Representation of: Buddha,,,,Donated by: Col H G Rossel,,,,1957,,,Asia,,"1957,0729.1",,,,,195707291
131,https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_17/6a03dfff_3d47_4a9d_98f0_a3dd0125c33f/preview_01391136_001.jpg,figure,"No: 1878,0702.119",,,,"Figure of the seated Buddha in bhumisparsa mudra, the gesture of enlightenment. Overall the carving is basic. The usnisha (cranial bump indicating wisdom) is conical. The broad, short neck is encircled by three neck rings. The robe covers the left shoulder, and the robe end extends almost to the waist. The feet are in padmasana (lotus position which means that both soles are visible). The base is lightly carved with a geometric form of lotus petals; this decoration is only on the front surface. Made of carved alabaster with remnants of lacquer and gilding. There are two Nevill Collection stickers on the centre back.",,,,,,,,18thC(late)-19thC (early),Made in: Mandalay Region,,alabaster; lacquer; gold,,,carved; lacquered; gilded,Height: 21 centimetres; Width: 13 centimetres; Depth: 7.50 centimetres,,"This Burmese image of the Buddha was found in Sri Lanka and demonstrates the continuing closeness of the two Theravadan traditions. A further example from the Nevill Collection is an image of the Buddha from Arakan (1880.4070) which was also acquired in Sri Lanka. 
There are two stickers on the reverse; the top sticker reads 'Ceylon. H. Nevill. 1898' and, handwritten, '1878 7-2 119'; the bottom sticker reads 'I' and '6'.
For an almost identical example, see 1989,1011.2.
The stone probably from the Sagaing Hills.",,Not on display,,Most of the gilding has been lost. Overall the surface details are quite worn. The finial is missing.,buddha,Representation of: Buddha (Śākyamuni/Shijiamouni/Shaka),,,,Purchased from: Hugh Nevill,,,Previous owner/ex-collection: Hugh Nevill,1878,"As this sculpture comes from the Nevill Collection, it was almost certainly acquired in Sri Lanka, even though it is Burmese.",,Asia,,"1878,0702.119",,,,,18780702119
132,https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_10/9086a354_5eb3_4e14_863e_a3da00b101b3/preview_01141918_001.jpg,figure; 畫像,"No: 1907,1111.182",,,,"Head of a painted clay figure. This is the head of a Buddha, represented with half closed eyes and a serene facial expression. His hair is a series of plaited bands passing from one side of the head to the other. Very faint traces of black and red paint can still be seen. The surface of the object is very friable.",,,,,,,,4thC-5thC,,Excavated/Findspot: Rawak;  Excavated/Findspot: 熱瓦克 (Chinese),clay; 粘土,,,hand-modelled; painted,Height: 17.70 centimetres; Width: 10.50 centimetres,,,"Stein 1907 / Ancient Khotan: detailed report of archaeological explorations in Chinese Turkestan; Whitfield 1985 / Textiles, Sculpture and Other Arts",Not on display,,,buddha; 佛 (Chinese),Representation of: Buddha;  Representation of: 佛陀,,,,,,,,1907,"The 1907-11-11 group refers to objects from Stein's First Central Asian  Expedition, 1900-01. According to Stein's Introduction to 'Ancient Khotan'  (1907), the expedition was funded by the Governments of India, the Panjab  (Punjab) and from provincial funds of Bengal. All the finds were shipped to  London for sorting, research and publication. The Government of India then  recommended that Dr Rudolf Hoernle, together with the British Museum,  should determine the distribution of the finds (BM Archives, Stein Papers,  CE32/23/5).",,Asia,,"1907,1111.182",Miscellaneous number: R.lxxiv.1 (Stein no.),,,,19071111182
133,,figure,"No: 1931,0724.2",,,,"Head from a Buddha image. The head is round to oval with a damaged high, bulbous uṣṇīṣa drawn in at its base. The raised hairline forms a central point and the worn hair is in bands of regular transverse curves running from side to side. The forehead is smoothly rounded over arching edges for eyebrows and long eyes with low lids. The left eye appears especially rounded. The sharply ridged nose is pointed and the mouth is slightly turned up at the corners over a full chin. The ears are even and close to the head. The head has a full face and a regular profile.",,,,,,,,4thC-5thC,Made in: Gandhara (Pakistan),Found/Acquired: Afghanistan,stucco,,,moulded,Diameter: 8.60 centimetres; Height: 15.90 centimetres; Width: 8.80 centimetres,,,Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Lime-stucco, chipped and worn.
2.Broken neck slants upwards from front to back and is made up with modern plaster; at back, outer layer of stucco forms horseshoe outline over rough core material and a paper label is marked '17'.",buddha,Representation of: Buddha,,,,Purchased from: Bluett & Sons,,,,1931,,,Asia,,"1931,0724.2",,,,,193107242
134,,figure,"No: 1989,0621.1",,,,"Head from a Buddha image. The head is globular with a prominent hairline forming a small peak and the raised hair area is in bands of transverse curves running from side to side. A circular break marks the site of the lost uṣṇīṣa. The eyes are horizontal and open with distinct lids, the nose is broad and the lips are full and shaped, while the crude cars project unevenly. The face is plump and youthful.
Traces of red are on the lips, eyes and hairline and where the head joined the wall plaster at the back.",,,,,,,,4thC-5thC,Made in: Gandhara (Pakistan),Found/Acquired: Taxila (Gandhara) (probably),stucco,,,moulded; painted,Diameter: 6.30 centimetres; Height: 7 centimetres; Width: 6 centimetres,,,Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Stucco, with vestiges of soil incrustation and traces of pigment. 
2.Bottom and back of neck set in a hard modern plaster mount and with small break showing core material still visible above. 
3.In front, part of face has a darkened layer.",buddha,Representation of: Buddha,,,,From: R M Crosthwaite,,,Previous owner/ex-collection: Sir Bertram Crosthwaite,1989,,,Asia,,"1989,0621.1",,,,,198906211
135,https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_12/cb162c04_01d9_42b7_a5ff_a3d900c5e9fe/preview_01152587_001.jpg,figure,"No: 1907,1111.163",,,,"Fragment of a stucco figure, showing the upper part of the head with short, curly hair. The material is vitrified and has been discoloured by fire.",,,,,,,,,,Excavated/Findspot: Kighillik,stucco,,,,Height: 3.30 centimetres; Width: 2.10 centimetres,,,Stein 1907 / Ancient Khotan: detailed report of archaeological explorations in Chinese Turkestan,Not on display,,,buddha,Representation of: Buddha,,,,,,,,1907,"The 1907-11-11 group refers to objects from Stein's First Central Asian  Expedition, 1900-01. According to Stein's Introduction to 'Ancient Khotan'  (1907), the expedition was funded by the Governments of India, the Panjab  (Punjab) and from provincial funds of Bengal. All the finds were shipped to  London for sorting, research and publication. The Government of India then  recommended that Dr Rudolf Hoernle, together with the British Museum,  should determine the distribution of the finds (BM Archives, Stein Papers,  CE32/23/5).",,Asia,,"1907,1111.163",Miscellaneous number: A.042 (Stein no.),,,,19071111163
136,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/e788d89a_63ef_44c8_b1a0_a3b50116c9eb/00146754_001.JPG,figure,"No: 1902,1002.3",The Buddha (Object),,,"Seated Buddha in dhyāna. The thick neckline and the major drapery folds, especially across the chest, are in dense rounded ridges and terraces and become very mechanical over and below the hands, which are completely wrapped or covered. The head is long and oval, the hair runs from a peak into the large uṣṇīṣa. The features are asymmetrically distributed between the sides of the face, the eyebrows are now worn edges, the eyes are long and with distinct lids, the nose and mouth are thin and the lips are hardly shaped. The full chin is prominent and the long ears project unevenly. The pipal tree forms a large curved canopy above with its distinct leaves. The execution of the whole is strikingly dry and rustic, and the face and body appear compressed.
The panel on the face of the seat is flanked by one surviving Corinthian pilaster with a recessed oblong panel on the shaft and the usual base mouldings. Three damaged Buddhas repeat the main figure with a pair of pendent leafy branches beside each head.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Kuragh,schist,,,carved,Diameter: 12 centimetres; Height: 71.90 centimetres; Width: 33 centimetres,,,Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken, exfoliated, rejoined and with soil incrustation. 
2.Halo between tree and head broken at sides; neck and shoulder damaged on left; knees and base irregularly sliced on both sides. 
3.Bottom flat and back rough with mainly short horizontal chisel grooves. 
4.Head and tree reattached at neck.",buddha,Representation of: Buddha,,,,Donated by: Capt B C Waterfield,,,,1902,,,Asia,,"1902,1002.3",,,,,190210023
137,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_17/0baaf87b_2ecd_4fc0_a6b8_a3b501190b00/00147356_001.JPG,figure,"No: 1904,1217.5",The Buddha (Object),,,"Seated Buddha in dhyāna against a throne back. The robe lies splayed in a straight edge between the legs, the raised neckline is curved and the drapery folds are flat curving strips between broad grooves. The head is globular and the hair radiates in wavy lines from the damaged forehead into the low and broad uṣṇīṣa; the full face is softly modelled, the slanting eyes have low lids under distinct and curving edges for eyebrows, the mouth and nose are damaged, the concave ears are close to the head. The damaged hands must have been covered, for nothing falls from the left wrist.
The rectangular scat has drapery in between the legs and, below the lower part of the halo, the throne back, which is rounded at the top corners, has a motif of squares bisected into triangles each containing a small indented triangle.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Swat Valley,schist,,,carved,Diameter: 5.10 centimetres; Height: 20.80 centimetres; Width: 13.50 centimetres,,"Zwalf 1996:
Compare 1902.1002.3, 1957.0215.1. 1902.1002.18, 1899.0715.12, 1880.76.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken, exfoliated and with heavy soil incrustation. 
2.Head reattached; one corner of throne back repaired; edge of halo, face, hands and knees damaged. 
3.Sides straight and rough; bottom flat with rectangular tenon. 
4.Back flat with remains of large rectangular projection or tenon at middle bottom.",buddha,Representation of: Buddha,,,,,,,,1904,Purchased from Lieutenant-Colonel F. G L. Mainwaring.,,Asia,,"1904,1217.5",,,,,190412175
138,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/e40b0d7f_dc79_45c2_ac89_a3b50116c01e/00146689_001.JPG,figure,"No: 1899,0715.3",The Buddha (Object),,,"Seated Buddha, originally in 'abhaya-mudra'. The thin, low neckline in high relief shows the backthrow, as does the generous edge under the left forearm. The dense surviving major drapery folds are rounded. The head is round to oval, the hair is almost straight and passes without sideburns over the ears into the uṣṇīṣa, which is drawn in at its base. The eyes run horizontally under sharp edges for eyebrows, ridged beside the damaged nose, and the prominent forehead has a long crease and a low ūrṇā. The mouth, under a hint of a moustache, is shaped, and the chin is full. The ears, with grooved lobes, are close to the head. The face, under its flattened and even hairline and long eyes, seems squat. The knees are distinguishable but the seat is almost entirely exfoliated. The halo was small and plain save for a groove close to the edge defining a border.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Takht-i-Bahi,schist,,,carved,Diameter: 11.50 centimetres; Height: 54.30 centimetres; Width: 31.80 centimetres,,"Zwalf 1996:
The term ‘backthrow’ refers to that part of the over-robe or outer-garment which is thrown over the left shoulder after the body has been draped.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken, cracked and badly exfoliated. 
2.Halo with roughly flat sloping edge. Part of it is lost. 'Abhaya-mudra' arm barely preserved; left hand vestigial; legs and base worn. 
3.Where preserved, carving continues onto sides. 
4.Bottom roughly flat and uneaven back, with some horizontal chisel grooves.",buddha,Representation of: Buddha,,,,Purchased from: Gen Maclean,,,,1899,,,Asia,,"1899,0715.3",,,,,189907153
139,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_16/cb547313_3e45_4c4b_969f_a3b6010e7bc8/preview_00022983_001.jpg,figure,"No: 1880,0709.128",,,,"Sculptured slab in limestone ('Palnad marble') carved with a standing image of the Buddha whose face, lower arms, hands and lower legs are today missing but both hands are raised; the right hand was probably in abhaya mudra (gesture of banishing fear) and the left may have held the Buddha's robe. Broken and abraded.",,,,,,,,9thC-10thC (circa),Lustred in: Amaravati,Found/Acquired: Amaravati,limestone,,,carved,Height: 148.60 centimetres; Width: 41.90 centimetres; Depth: 27 centimetres base ,,,"Tripe 1859 / Photographs of the Elliot Marbles and other subjects in the Central Museum, Madras; Fergusson 1873 / Tree and Serpent Worship; Barrett 1954a / The Later School of Amaravati and its Influences; Knox 1992 / Amaravati: Buddhist sculpture from the Great Stupa; Shimada and Willis 2016 / Amaravati: The Art of an Early Buddhist Monument in Context",Not on display,,,buddha,Representation of: Viṣṇu;  Representation of: Buddha,Used in: Amaravati,,,Transferred from: India Museum,,,,1880,"Acquired as the result of the abolition in 1879 of the India Museum (Exhibition Road, London) and the partition of its contents between the British Museum and The South Kensington Museum (Victoria and Albert Museum).",,Asia,,"1880,0709.128",Miscellaneous number: Elliot no 62; Miscellaneous number: IM 1876 no 105,,,,18800709128
140,https://media.britishmuseum.org/media/Repository/Documents/2018_5/16_11/656e8ca1_a536_4a74_ac70_a8e200b78233/preview_RRI10200_front.jpg,figure,"No: 1966,0217.2",,,,"An schist image of the Buddha standing, with his right hand in varadamudra and his left holding the end of his robe; at his feet is a kneeling devotee; inscribed.",,,,,,,,7thC-8thC,Made in: Nepal,Found/Acquired: Nepal,schist,,,carved,Height: 62 centimetres,"Inscription type: inscription Inscription position: On the smooth front face of the base. Inscription language: Sanskrit Inscription script: Siddhamātrkā Inscription note: A three-line inscription names several donors who dedicate the merit from commissioning this image to the attainment of supreme knowledge (i.e. Buddhahood) by their teachers, kinsfolk and all sentient beings.","""This, the oldest Nepalese image in the British Museum, is executed in the Gupta tradition that was well represented in the Nepal valley..."" (Zwalf 1985,122); Zwalf 1985
This, the oldest Nepalese image in the British Museum, is executed in the Gupta tradition that was well represented in the Nepal valley, but the treatment of mass is more summary in ways that recall developments in Bihar during the pre-Pala period (c. AD 650-750). The inscription is also still in a Gupta character which seems a little later than many 7th-century examples. It names several donors who dedicate the merit from commissioning this image to the attainment of supreme knowledge (i.e. Buddhahood) by their teachers, kinsfolk and all sentient beings. The kneeling figure may be an undifferentiated donor carved to a common formula without reference to the specific commissioners of the piece.",Zwalf 1985 / Buddhism: Art and Faith; Koezuka (1994) / Masterpieces of Buddhist and Hindu Art from the British Museum,On display (G33/dc58b/s3),"Exhibited:
Buddhism: Art and Faith (BM 1985)

1994, Kyoto National Museum, Masterpieces of Buddhist and Hindu Sculpture from the British Museum
1994, Tokyo, Tobu Museum of Art, Masterpieces of Buddhist and Hindu Sculpture from the British Museum",,buddha; devotee/worshipper,Representation of: Buddha,Associated with: Bihar (during the pre-Pala period (c. AD 650-750)),,,Purchased from: Spink & Son Ltd,Funded by: Brooke Sewell Permanent Fund,,,1966,,,Asia,,"1966,0217.2",,,,,196602172
141,https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_16/0032db7a_2a6b_49b1_b7f3_a3dd010b485b/preview_01382252_001.jpg,figure,No: 1880.4070,,,,"Seated bronze image of a Buddha, often identified as Amitayus. The Buddha's crown has five pointed elements and side projections which continue over the shoulders. The hair is topped by a small rounded protuberance, possibly the ushnisha (cranial bump indicating wisdom). There are disc shaped ear plugs. A shawl covers both shoulders and falls over his lower arms, and an elaborate necklace covers his chest. He holds a vase in his lap. The Buddha is seated on a double lotus throne with beading top and bottom. Much of the fired clay core is still present.",,,,,,,,17thC,Made in: Rakhine State,,bronze; fired clay,,,cast,Height: 24.70 centimetres; Width: 13 centimetres; Depth: 8.50 centimetres,,"Although these images are usually identified as Amitayus, Pam Gutman argues that in the absence of other indications of Mahayana Buddhism in Arakan at the time, it was the form of the object, rather than any religious attribution, that was adopted (Gutman, Splendours of Arakan, pp. 149-50).",Zwalf & Oddy 1981 / Aspect of Tibetan Metallurgy,Not on display,,"The object is in generally good condition. It appears to have been dropped with subsequent minor losses to the crown, and bending of some projecting areas.",buddha,Representation of: Buddha,,,,,,,,,"As this sculpture belonged to Hugh Nevill, it is assumed it was collected in Sri Lanka and probably should have a number in the Nevill collection register.",,Asia,,1880.4070,Miscellaneous number: 1880.4070 (tracking number added in 1970s),,,,18804070
142,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_4/e4e0013f_e41c_4466_83b0_a3bb004fa5bc/preview_00301094_001.jpg,figure,"No: 1948,1011.1",The Buddha (Object),,,"Seated Buddha preaching. The neckline forms a 'V', and, less usual when the preaching gesture is made, both shoulders are covered. The two garments seen above the ankles are the lower, the antaravāsaka, and the upper, presumably the uttarāsaṅga, which is also on the right leg while the over-robe, the saṃghāṭi, falls from the right forearm and covers the left knee and leg; what must be gathered drapery hangs from under the left forearm. On the left wrist the cloth forms a raised edge as if a length had been wound round it more than once. The drapery folds are defined mainly by paired grooves. The head, against a large plain halo, is almost globular and is turned a little to its left; the hair, including the uṣṇīṣa, is defined, above a sharp hairline, by narrow bands of curved grooves from side to side. The full face has the features grouped close together so that the nose appears pointed; the protruding and slanting eyes are rounded and narrow under lids with sharp lower edges, the low ūrṇā is set high, the nostrils are wide, the mouth has rather clumsily shaped lips and the small chin is somewhat pointed. Three concentric grooves run round the neck. The chest is broad with a rounded breast only on the right and below is flat to the legs. On the upper hand are long fluid fingers, and the thumb and first two fingers only of the lower hand touch the bottom of the upper; its back is strikingly flat. The knees are set well apart and the legs end in large feet of uneven size and with distinct toes and nails resting on the footstool.
The high seat consists of a cushion with a narrow horizontal motif repeated vertically on the legs of the footstool; the legs of the seat are turned with drapery between them. The footstool has a short ribbed ornament under the top.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Swat Valley,stone,,,carved,Diameter: 7.90 centimetres; Height: 42.50 centimetres; Width: 17.20 centimetres,,,Koezuka (1994) / Masterpieces of Buddhist and Hindu Art from the British Museum; Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,"Exhibited:
1994, Kyoto National Museum, Masterpieces of Buddhist and Hindu Sculpture from the British Museum
1994, Tokyo, Tobu Museum of Art, Masterpieces of Buddhist and Hindu Sculpture from the British Museum","1.Light grey schist, chipped.
2.Edge of halo slopes inwards to back except at smooth flat face of break on right; elsewhere chipped. 
3.Carving continues onto sides; bottom rough with chisel grooves; back with horizontal chisel
grooves.",buddha,Representation of: Buddha,,,,Donated by: Mrs Tickell (Mrs),,,,1948,"The address given in the Museum Book of Presents (ce 30/85; 1948:no. 420) is that reported in the appropriate Kelly's Directory (1947: 377) for Richard Hugh Tickell, cie, of the Indian Public Works Department (1915), who died in February 1948 and had been decorated for his services to the construction of the Upper Swat Canal (Who was who, 1941-50: 1153).",,Asia,,"1948,1011.1",,,,,194810111
143,,figure,"No: 1939,1016.1",,,,"Head from a Buddha image. The top of the rounded head, with a raised hairline and the hair and uṣṇīṣa marked with rows of round and oblong depressions, seems to be from a smaller head and has been attached with the peak turned to the proper right. The eyebrows are thin ridges, their sharp lines continuing onto the bridge of the thin, almost pointed nose. The slanting eyes are very rounded with low and prominent upper lids. The shaped lips are full and the jutting chin curves smoothly into the face. Red lines mark the hairline, ūrṇā, eyelids and upper lip and are visible under the mouth and in the ears. Black outlines the eyebrows and fills the irises completely.",,,,,,,,4thC-5thC,Made in: Gandhara (Pakistan),Found/Acquired: Khyber Pass,stucco,,,painted; moulded,Diameter: 10.50 centimetres; Height: 14.70 centimetres; Width: 11.40 centimetres,,,Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Stucco, broken, joined with another piece, with soil incrustation and pigment.
2.An apparently complete head roughly rounded at back but clearly joined with top of a perhaps smaller head with visible patching between the two parts in front and at sides.",buddha,Representation of: Buddha,,,,Donated by: Maj W A D Drummond,,,,1939,,,Asia,,"1939,1016.1",,,,,193910161
144,,figure,"No: 1945,0417.14",,,,"Head from a Buddha image. The head is round to oval; the raised hairline has a central peak and the hair is in rows of snail-shell curls in prominent relief. High edges for eyebrows curve evenly over the eyes; the right eye is slightly smaller and lower. The nose is thin and not quite straight above well-shaped lips. The chin is full and the damaged ears are close to the head.
Vestiges of red are on the eyelids, mouth and ears; traces of dark pigment survive on the hair and eyebrows.",,,,,,,,4thC-5thC,Made in: Gandhara (Pakistan),Found/Acquired: Attock District,stucco,,,painted; moulded,Diameter: 11 centimetres; Height: 13 centimetres; Width: 11.20 centimetres,,,Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Stucco, broken, worn and with vestiges of pigment. 
2.Back roughly flat with distinct outer layer and core with small dark stones; a shallow groove along junction with wall. 
3.Front a smooth surface; large hole in place of uṣṇīṣa.",buddha,Representation of: Buddha,,,,Donated by: A D Chisholm,,,,1945,"The Chisholm collection is said to have originated mainly in the region of Attock, now in the NWFP.",,Asia,,"1945,0417.14",,,,,1945041714
